2025-12-08 07:47:10,356-DEBUG-root-14080::logging_config::logger|189:: Log file created: 'Log\GESIT03\TIR__20251208074710348.log'
2025-12-08 07:47:10,356-INFO-root-14080::base::Start|1183:: TIR Version: 2.4.3
2025-12-08 07:47:10,356-INFO-root-14080::base::Start|1184:: Python Version: 3.12.10
2025-12-08 07:47:10,356-INFO-root-14080::base::Start|1185:: Starting the browser
2025-12-08 07:47:17,872-INFO-root-14080::base::get_url|1294:: Page is ready!
2025-12-08 07:47:17,903-INFO-root-14080::base::Start|1256:: Browser maximized to 1936x1048
2025-12-08 07:47:17,903-INFO-root-14080::base::Start|1258:: Screen size is different from default used in headless mode
2025-12-08 07:47:18,171-INFO-root-14080::webapp_internal::Setup|247:: ***System Info*** in Setup():
2025-12-08 07:47:18,171-DEBUG-root-14080::psutil_info::system_info|5:: CPU USAGE: 18.3%
2025-12-08 07:47:18,171-DEBUG-root-14080::psutil_info::system_info|6:: MEMORY USAGE: 88.1%
2025-12-08 07:47:18,172-DEBUG-root-14080::psutil_info::system_info|7:: MEMORY AVAILABLE: 11.93%
2025-12-08 07:47:18,216-INFO-root-14080::base::webapp_shadowroot|1394:: Webapp: 10.1.6-RC4
2025-12-08 07:47:18,550-INFO-root-14080::webapp_internal::filling_initial_program|449:: Filling Initial Program: "SIGAMDI"
2025-12-08 07:47:18,551-DEBUG-root-14080::webapp_internal::wait_element|7623:: Waiting for element
2025-12-08 07:47:18,599-DEBUG-root-14080::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-08 07:47:18,747-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:18,751-DEBUG-root-14080::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 0
2025-12-08 07:47:19,072-DEBUG-root-14080::webapp_internal::get_web_value|3232:: Current value: SIGAMDI
2025-12-08 07:47:19,072-INFO-root-14080::webapp_internal::filling_server_environment|463:: Filling Server Environment: "POUPEX_TST"
2025-12-08 07:47:19,072-DEBUG-root-14080::webapp_internal::wait_element|7623:: Waiting for element
2025-12-08 07:47:19,099-DEBUG-root-14080::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-08 07:47:19,272-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:19,278-DEBUG-root-14080::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 0
2025-12-08 07:47:19,596-DEBUG-root-14080::webapp_internal::get_web_value|3232:: Current value: POUPEX_TST
2025-12-08 07:47:19,621-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:19,632-DEBUG-root-14080::webapp_internal::user_screen|519:: Filling user screen
2025-12-08 07:47:26,689-DEBUG-root-14080::base::scroll_to_element|759:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
Stacktrace:
@https://qasrverp:10020/webapp/:2:7
@https://qasrverp:10020/webapp/:3:8
*********
2025-12-08 07:47:26,733-DEBUG-root-14080::webapp_internal::wait_element_timeout|7726:: Element found! Waiting for element to be displayed.
2025-12-08 07:47:26,783-DEBUG-root-14080::base::scroll_to_element|759:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
Stacktrace:
@https://qasrverp:10020/webapp/:2:7
@https://qasrverp:10020/webapp/:3:8
*********
2025-12-08 07:47:26,926-INFO-root-14080::webapp_internal::user_screen|561:: Filling User
2025-12-08 07:47:26,944-DEBUG-root-14080::base::double_click|259:: Click Type: ClickType.SELENIUM
2025-12-08 07:47:27,138-DEBUG-root-14080::webapp_internal::get_web_value|3232:: Current value: 97137227104
2025-12-08 07:47:27,159-INFO-root-14080::webapp_internal::user_screen|621:: Filling Password
2025-12-08 07:47:27,186-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:27,256-DEBUG-root-14080::webapp_internal::get_web_value|3232:: Current value: Val20221080080094+
2025-12-08 07:47:27,256-DEBUG-root-14080::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-08 07:47:27,286-DEBUG-root-14080::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-08 07:47:27,309-DEBUG-root-14080::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-08 07:47:27,337-DEBUG-root-14080::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-08 07:47:27,373-DEBUG-root-14080::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-08 07:47:27,406-DEBUG-root-14080::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-08 07:47:27,406-DEBUG-root-14080::webapp_internal::send_action|10480:: Trying to send action
2025-12-08 07:47:27,413-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:28,448-DEBUG-root-14080::webapp_internal::send_action|10522:: send_action method result = True
2025-12-08 07:47:28,448-DEBUG-root-14080::webapp_internal::send_action|10523:: send_action selenium status: False
2025-12-08 07:47:30,957-DEBUG-root-14080::base::scroll_to_element|759:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
Stacktrace:
@https://qasrverp:10020/webapp/:2:7
@https://qasrverp:10020/webapp/:3:8
*********
2025-12-08 07:47:31,009-INFO-root-14080::webapp_internal::filling_date|885:: Filling Date: "08/12/2025"
2025-12-08 07:47:31,009-DEBUG-root-14080::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-08 07:47:31,044-DEBUG-root-14080::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-08 07:47:31,047-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:31,076-DEBUG-root-14080::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 1
2025-12-08 07:47:31,137-DEBUG-root-14080::webapp_internal::get_web_value|3232:: Current value: 08/12/2025
2025-12-08 07:47:32,177-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:32,188-DEBUG-root-14080::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 2
2025-12-08 07:47:32,232-DEBUG-root-14080::webapp_internal::get_web_value|3232:: Current value: 08/12/2025
2025-12-08 07:47:33,304-INFO-root-14080::webapp_internal::filling_group|955:: Filling Group: "02"
2025-12-08 07:47:33,304-DEBUG-root-14080::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-08 07:47:33,341-DEBUG-root-14080::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-08 07:47:33,343-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:33,379-DEBUG-root-14080::webapp_internal::get_web_value|3232:: Current value: 02
2025-12-08 07:47:34,450-INFO-root-14080::webapp_internal::filling_branch|1047:: Filling Branch: "02DF0001"
2025-12-08 07:47:34,451-DEBUG-root-14080::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-08 07:47:34,485-DEBUG-root-14080::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-08 07:47:34,488-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:34,555-DEBUG-root-14080::webapp_internal::get_web_value|3232:: Current value: 02DF0001
2025-12-08 07:47:35,642-INFO-root-14080::webapp_internal::filling_environment|1113:: Filling Environment: "07"
2025-12-08 07:47:35,643-DEBUG-root-14080::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-08 07:47:35,686-DEBUG-root-14080::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-08 07:47:35,690-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:35,746-DEBUG-root-14080::webapp_internal::get_web_value|3232:: Current value: 07
2025-12-08 07:47:36,758-DEBUG-root-14080::webapp_internal::close_warning_screen|1489:: Closing warning screen!
2025-12-08 07:47:37,799-DEBUG-root-14080::webapp_internal::check_screen_element|1291:: Checking screen element: "Atenção": False
2025-12-08 07:47:38,918-INFO-root-14080::webapp_internal::environment_screen|796:: Clicking on Button
2025-12-08 07:47:38,919-DEBUG-root-14080::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-08 07:47:38,965-DEBUG-root-14080::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-08 07:47:38,968-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:39,982-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:40,991-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:42,000-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:43,009-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:44,031-DEBUG-root-14080::base::click|192:: Click Type: ClickType.JS
2025-12-08 07:47:45,074-DEBUG-root-14080::webapp_internal::close_screen_before_menu|368:: Closing screen before the menu
2025-12-08 07:47:45,124-DEBUG-root-14080::webapp_internal::close_warning_screen|1489:: Closing warning screen!
2025-12-08 07:47:46,156-DEBUG-root-14080::webapp_internal::check_screen_element|1291:: Checking screen element: "Atenção": False
2025-12-08 07:47:46,156-DEBUG-root-14080::webapp_internal::close_coin_screen|1424:: Closing coin screen!
2025-12-08 07:47:46,242-DEBUG-root-14080::webapp_internal::close_warning_screen|1489:: Closing warning screen!
2025-12-08 07:47:47,272-DEBUG-root-14080::webapp_internal::check_screen_element|1291:: Checking screen element: "Atenção": False
2025-12-08 07:47:47,272-DEBUG-root-14080::webapp_internal::close_coin_screen|1424:: Closing coin screen!
2025-12-08 07:47:47,372-DEBUG-root-14080::webapp_internal::close_warning_screen|1489:: Closing warning screen!
2025-12-08 07:47:48,403-DEBUG-root-14080::webapp_internal::check_screen_element|1291:: Checking screen element: "Atenção": False
2025-12-08 07:47:48,403-DEBUG-root-14080::webapp_internal::close_coin_screen|1424:: Closing coin screen!
2025-12-08 07:47:48,477-DEBUG-root-14080::webapp_internal::close_warning_screen|1489:: Closing warning screen!
2025-12-08 07:47:49,509-DEBUG-root-14080::webapp_internal::check_screen_element|1291:: Checking screen element: "Atenção": False
2025-12-08 07:47:49,509-DEBUG-root-14080::webapp_internal::close_coin_screen|1424:: Closing coin screen!
2025-12-08 07:47:49,597-DEBUG-root-14080::webapp_internal::close_warning_screen|1489:: Closing warning screen!
2025-12-08 07:47:50,632-DEBUG-root-14080::webapp_internal::check_screen_element|1291:: Checking screen element: "Atenção": False
2025-12-08 07:47:50,633-DEBUG-root-14080::webapp_internal::close_coin_screen|1424:: Closing coin screen!
2025-12-08 07:47:50,729-DEBUG-root-14080::webapp_internal::close_warning_screen|1489:: Closing warning screen!
2025-12-08 07:47:51,759-DEBUG-root-14080::webapp_internal::check_screen_element|1291:: Checking screen element: "Atenção": False
2025-12-08 07:47:51,759-DEBUG-root-14080::webapp_internal::close_coin_screen|1424:: Closing coin screen!
2025-12-08 07:47:51,847-DEBUG-root-14080::webapp_internal::close_warning_screen|1489:: Closing warning screen!
2025-12-08 07:47:52,877-DEBUG-root-14080::webapp_internal::check_screen_element|1291:: Checking screen element: "Atenção": False
2025-12-08 07:47:52,878-DEBUG-root-14080::webapp_internal::close_coin_screen|1424:: Closing coin screen!
2025-12-08 07:47:52,972-DEBUG-root-14080::webapp_internal::close_warning_screen|1489:: Closing warning screen!
2025-12-08 07:47:54,002-DEBUG-root-14080::webapp_internal::check_screen_element|1291:: Checking screen element: "Atenção": False
