2025-12-05 10:19:28,485-DEBUG-root-18340::logging_config::logger|189:: Log file created: 'Log\GESIT03\TIR__20251205101928479.log'
2025-12-05 10:19:28,486-INFO-root-18340::base::Start|1183:: TIR Version: 2.4.3
2025-12-05 10:19:28,486-INFO-root-18340::base::Start|1184:: Python Version: 3.12.10
2025-12-05 10:19:28,486-INFO-root-18340::base::Start|1185:: Starting the browser
2025-12-05 10:19:35,755-INFO-root-18340::base::get_url|1294:: Page is ready!
2025-12-05 10:19:35,776-INFO-root-18340::base::Start|1256:: Browser maximized to 1936x1048
2025-12-05 10:19:35,776-INFO-root-18340::base::Start|1258:: Screen size is different from default used in headless mode
2025-12-05 10:19:35,865-INFO-root-18340::webapp_internal::Setup|247:: ***System Info*** in Setup():
2025-12-05 10:19:35,866-DEBUG-root-18340::psutil_info::system_info|5:: CPU USAGE: 18.3%
2025-12-05 10:19:35,867-DEBUG-root-18340::psutil_info::system_info|6:: MEMORY USAGE: 89.8%
2025-12-05 10:19:35,867-DEBUG-root-18340::psutil_info::system_info|7:: MEMORY AVAILABLE: 10.19%
2025-12-05 10:19:35,874-INFO-root-18340::base::webapp_shadowroot|1394:: Webapp: 10.1.6-RC4
2025-12-05 10:19:35,939-INFO-root-18340::webapp_internal::filling_initial_program|449:: Filling Initial Program: "SIGAMDI"
2025-12-05 10:19:35,939-DEBUG-root-18340::webapp_internal::wait_element|7623:: Waiting for element
2025-12-05 10:19:35,977-DEBUG-root-18340::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-05 10:19:36,140-DEBUG-root-18340::base::click|192:: Click Type: ClickType.JS
2025-12-05 10:19:36,146-DEBUG-root-18340::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 0
2025-12-05 10:19:36,874-DEBUG-root-18340::webapp_internal::get_web_value|3232:: Current value: SIGAMDI
2025-12-05 10:19:36,875-INFO-root-18340::webapp_internal::filling_server_environment|463:: Filling Server Environment: "POUPEX_TST"
2025-12-05 10:19:36,875-DEBUG-root-18340::webapp_internal::wait_element|7623:: Waiting for element
2025-12-05 10:19:36,897-DEBUG-root-18340::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-05 10:19:37,052-DEBUG-root-18340::base::click|192:: Click Type: ClickType.JS
2025-12-05 10:19:37,056-DEBUG-root-18340::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 0
2025-12-05 10:19:37,375-DEBUG-root-18340::webapp_internal::get_web_value|3232:: Current value: POUPEX_TST
2025-12-05 10:19:37,397-DEBUG-root-18340::base::click|192:: Click Type: ClickType.JS
2025-12-05 10:19:37,417-DEBUG-root-18340::webapp_internal::user_screen|519:: Filling user screen
2025-12-05 10:19:43,875-DEBUG-root-18340::webapp_internal::wait_element_timeout|7726:: Element found! Waiting for element to be displayed.
2025-12-05 10:19:43,932-DEBUG-root-18340::base::scroll_to_element|759:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
Stacktrace:
@https://qasrverp:10020/webapp/:2:7
@https://qasrverp:10020/webapp/:3:8
*********
2025-12-05 10:19:44,086-INFO-root-18340::webapp_internal::user_screen|561:: Filling User
2025-12-05 10:19:44,120-DEBUG-root-18340::base::double_click|259:: Click Type: ClickType.SELENIUM
2025-12-05 10:19:44,311-DEBUG-root-18340::webapp_internal::get_web_value|3232:: Current value: 97137227104
2025-12-05 10:19:44,335-INFO-root-18340::webapp_internal::user_screen|621:: Filling Password
2025-12-05 10:19:44,358-DEBUG-root-18340::base::click|192:: Click Type: ClickType.JS
2025-12-05 10:19:44,429-DEBUG-root-18340::webapp_internal::get_web_value|3232:: Current value: Val20221080080094+
2025-12-05 10:19:44,430-DEBUG-root-18340::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 10:19:44,457-DEBUG-root-18340::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-05 10:19:44,478-DEBUG-root-18340::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 10:19:44,507-DEBUG-root-18340::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-05 10:19:44,550-DEBUG-root-18340::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 10:19:44,580-DEBUG-root-18340::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-05 10:19:44,580-DEBUG-root-18340::webapp_internal::send_action|10480:: Trying to send action
2025-12-05 10:19:44,586-DEBUG-root-18340::base::click|192:: Click Type: ClickType.JS
2025-12-05 10:19:45,628-DEBUG-root-18340::webapp_internal::send_action|10522:: send_action method result = True
2025-12-05 10:19:45,628-DEBUG-root-18340::webapp_internal::send_action|10523:: send_action selenium status: False
