2025-12-08 09:21:14,969-DEBUG-root-21132::logging_config::logger|189:: Log file created: 'Log\GESIT03\TIR__20251208092114943.log'
2025-12-08 09:21:14,970-INFO-root-21132::base::Start|1183:: TIR Version: 2.4.3
2025-12-08 09:21:14,970-INFO-root-21132::base::Start|1184:: Python Version: 3.12.10
2025-12-08 09:21:14,970-INFO-root-21132::base::Start|1185:: Starting the browser
2025-12-08 09:21:22,530-INFO-root-21132::base::get_url|1294:: Page is ready!
2025-12-08 09:21:22,535-INFO-root-21132::base::Start|1256:: Browser maximized to 1936x1048
2025-12-08 09:21:22,535-INFO-root-21132::base::Start|1258:: Screen size is different from default used in headless mode
2025-12-08 09:21:22,989-INFO-root-21132::webapp_internal::Setup|247:: ***System Info*** in Setup():
2025-12-08 09:21:22,989-DEBUG-root-21132::psutil_info::system_info|5:: CPU USAGE: 17.3%
2025-12-08 09:21:22,989-DEBUG-root-21132::psutil_info::system_info|6:: MEMORY USAGE: 89.5%
2025-12-08 09:21:22,990-DEBUG-root-21132::psutil_info::system_info|7:: MEMORY AVAILABLE: 10.51%
2025-12-08 09:21:23,029-INFO-root-21132::base::webapp_shadowroot|1394:: Webapp: 10.1.6-RC4
2025-12-08 09:21:23,379-INFO-root-21132::webapp_internal::filling_initial_program|449:: Filling Initial Program: "SIGAMDI"
2025-12-08 09:21:23,379-DEBUG-root-21132::webapp_internal::wait_element|7623:: Waiting for element
2025-12-08 09:21:23,494-DEBUG-root-21132::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-08 09:21:23,649-DEBUG-root-21132::base::click|192:: Click Type: ClickType.JS
2025-12-08 09:21:23,653-DEBUG-root-21132::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 0
2025-12-08 09:21:23,977-DEBUG-root-21132::webapp_internal::get_web_value|3232:: Current value: SIGAMDI
2025-12-08 09:21:23,977-INFO-root-21132::webapp_internal::filling_server_environment|463:: Filling Server Environment: "POUPEX_TST"
2025-12-08 09:21:23,978-DEBUG-root-21132::webapp_internal::wait_element|7623:: Waiting for element
2025-12-08 09:21:24,003-DEBUG-root-21132::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-08 09:21:24,165-DEBUG-root-21132::base::click|192:: Click Type: ClickType.JS
2025-12-08 09:21:24,170-DEBUG-root-21132::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 0
2025-12-08 09:21:24,498-DEBUG-root-21132::webapp_internal::get_web_value|3232:: Current value: POUPEX_TST
2025-12-08 09:21:24,526-DEBUG-root-21132::base::click|192:: Click Type: ClickType.JS
2025-12-08 09:21:24,542-DEBUG-root-21132::webapp_internal::user_screen|519:: Filling user screen
2025-12-08 09:21:30,998-DEBUG-root-21132::webapp_internal::wait_element_timeout|7726:: Element found! Waiting for element to be displayed.
2025-12-08 09:21:31,054-DEBUG-root-21132::base::scroll_to_element|759:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
Stacktrace:
@https://qasrverp:10020/webapp/:2:7
@https://qasrverp:10020/webapp/:3:8
*********
2025-12-08 09:21:31,236-INFO-root-21132::webapp_internal::user_screen|561:: Filling User
2025-12-08 09:21:31,270-DEBUG-root-21132::base::double_click|259:: Click Type: ClickType.SELENIUM
2025-12-08 09:21:31,465-DEBUG-root-21132::webapp_internal::get_web_value|3232:: Current value: 97137227104
2025-12-08 09:21:31,497-INFO-root-21132::webapp_internal::user_screen|621:: Filling Password
2025-12-08 09:21:31,525-DEBUG-root-21132::base::click|192:: Click Type: ClickType.JS
