2025-12-05 12:01:42,031-DEBUG-root-32192::logging_config::logger|189:: Log file created: 'Log\GESIT03\TIR__20251205120142025.log'
2025-12-05 12:01:42,031-INFO-root-32192::base::Start|1183:: TIR Version: 2.4.3
2025-12-05 12:01:42,031-INFO-root-32192::base::Start|1184:: Python Version: 3.12.10
2025-12-05 12:01:42,031-INFO-root-32192::base::Start|1185:: Starting the browser
2025-12-05 12:01:49,131-INFO-root-32192::base::get_url|1294:: Page is ready!
2025-12-05 12:01:49,194-INFO-root-32192::base::Start|1256:: Browser maximized to 1936x1048
2025-12-05 12:01:49,194-INFO-root-32192::base::Start|1258:: Screen size is different from default used in headless mode
2025-12-05 12:01:49,317-INFO-root-32192::webapp_internal::Setup|247:: ***System Info*** in Setup():
2025-12-05 12:01:49,318-DEBUG-root-32192::psutil_info::system_info|5:: CPU USAGE: 17.5%
2025-12-05 12:01:49,318-DEBUG-root-32192::psutil_info::system_info|6:: MEMORY USAGE: 90.1%
2025-12-05 12:01:49,318-DEBUG-root-32192::psutil_info::system_info|7:: MEMORY AVAILABLE: 9.92%
2025-12-05 12:01:49,327-INFO-root-32192::base::webapp_shadowroot|1394:: Webapp: 10.1.6-RC4
2025-12-05 12:01:49,390-INFO-root-32192::webapp_internal::filling_initial_program|449:: Filling Initial Program: "SIGAMDI"
2025-12-05 12:01:49,391-DEBUG-root-32192::webapp_internal::wait_element|7623:: Waiting for element
2025-12-05 12:01:49,419-DEBUG-root-32192::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-05 12:01:49,581-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:01:49,585-DEBUG-root-32192::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 0
2025-12-05 12:01:50,505-DEBUG-root-32192::webapp_internal::get_web_value|3232:: Current value: SIGAMDI
2025-12-05 12:01:50,506-INFO-root-32192::webapp_internal::filling_server_environment|463:: Filling Server Environment: "POUPEX_TST"
2025-12-05 12:01:50,506-DEBUG-root-32192::webapp_internal::wait_element|7623:: Waiting for element
2025-12-05 12:01:50,528-DEBUG-root-32192::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-05 12:01:50,682-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:01:50,688-DEBUG-root-32192::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 0
2025-12-05 12:01:51,203-DEBUG-root-32192::webapp_internal::get_web_value|3232:: Current value: POUPEX_TST
2025-12-05 12:01:51,225-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:01:51,238-DEBUG-root-32192::webapp_internal::user_screen|519:: Filling user screen
2025-12-05 12:01:57,816-DEBUG-root-32192::webapp_internal::wait_element_timeout|7726:: Element found! Waiting for element to be displayed.
2025-12-05 12:01:57,866-DEBUG-root-32192::base::scroll_to_element|759:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
Stacktrace:
@https://qasrverp:10020/webapp/:2:7
@https://qasrverp:10020/webapp/:3:8
*********
2025-12-05 12:01:57,991-INFO-root-32192::webapp_internal::user_screen|561:: Filling User
2025-12-05 12:01:58,019-DEBUG-root-32192::base::double_click|259:: Click Type: ClickType.SELENIUM
2025-12-05 12:01:58,199-DEBUG-root-32192::webapp_internal::get_web_value|3232:: Current value: 97137227104
2025-12-05 12:01:58,220-INFO-root-32192::webapp_internal::user_screen|621:: Filling Password
2025-12-05 12:01:58,242-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:01:58,319-DEBUG-root-32192::webapp_internal::get_web_value|3232:: Current value: Val20221080080094+
2025-12-05 12:01:58,320-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:01:58,348-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-05 12:01:58,381-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:01:58,415-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-05 12:01:58,454-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:01:58,479-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-05 12:01:58,479-DEBUG-root-32192::webapp_internal::send_action|10480:: Trying to send action
2025-12-05 12:01:58,487-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:01:59,527-DEBUG-root-32192::webapp_internal::send_action|10522:: send_action method result = True
2025-12-05 12:01:59,527-DEBUG-root-32192::webapp_internal::send_action|10523:: send_action selenium status: False
2025-12-05 12:02:02,006-DEBUG-root-32192::base::scroll_to_element|759:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
Stacktrace:
@https://qasrverp:10020/webapp/:2:7
@https://qasrverp:10020/webapp/:3:8
*********
2025-12-05 12:02:02,056-INFO-root-32192::webapp_internal::filling_date|885:: Filling Date: "05/12/2025"
2025-12-05 12:02:02,056-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:02,089-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-05 12:02:02,092-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:02:02,113-DEBUG-root-32192::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 1
2025-12-05 12:02:02,182-DEBUG-root-32192::webapp_internal::get_web_value|3232:: Current value: 05/12/2025
2025-12-05 12:02:03,265-INFO-root-32192::webapp_internal::filling_group|955:: Filling Group: "02"
2025-12-05 12:02:03,265-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:03,297-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-05 12:02:03,300-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:02:03,359-DEBUG-root-32192::webapp_internal::get_web_value|3232:: Current value: 02
2025-12-05 12:02:04,418-INFO-root-32192::webapp_internal::filling_branch|1047:: Filling Branch: "02DF0001"
2025-12-05 12:02:04,418-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:04,449-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-05 12:02:04,452-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:02:04,510-DEBUG-root-32192::webapp_internal::get_web_value|3232:: Current value: 02DF0001
2025-12-05 12:02:05,589-INFO-root-32192::webapp_internal::filling_environment|1113:: Filling Environment: "07"
2025-12-05 12:02:05,589-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:05,623-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-05 12:02:05,625-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:02:05,677-DEBUG-root-32192::webapp_internal::get_web_value|3232:: Current value: 07
2025-12-05 12:02:06,684-DEBUG-root-32192::webapp_internal::close_warning_screen|1489:: Closing warning screen!
2025-12-05 12:02:07,718-DEBUG-root-32192::webapp_internal::check_screen_element|1291:: Checking screen element: "Atenção": False
2025-12-05 12:02:08,816-INFO-root-32192::webapp_internal::environment_screen|796:: Clicking on Button
2025-12-05 12:02:08,816-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:08,849-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: None
2025-12-05 12:02:08,852-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:02:09,861-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:02:10,868-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:02:11,877-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:02:12,884-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:02:13,892-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:02:14,899-DEBUG-root-32192::webapp_internal::close_screen_before_menu|368:: Closing screen before the menu
2025-12-05 12:02:14,947-DEBUG-root-32192::webapp_internal::close_warning_screen|1489:: Closing warning screen!
2025-12-05 12:02:15,987-DEBUG-root-32192::webapp_internal::check_screen_element|1291:: Checking screen element: "Atenção": False
2025-12-05 12:02:15,987-DEBUG-root-32192::webapp_internal::close_coin_screen|1424:: Closing coin screen!
2025-12-05 12:02:16,539-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:02:16,591-DEBUG-root-32192::webapp_internal::close_warning_screen|1489:: Closing warning screen!
2025-12-05 12:02:17,637-DEBUG-root-32192::webapp_internal::check_screen_element|1291:: Checking screen element: "Atenção": False
2025-12-05 12:02:17,637-DEBUG-root-32192::webapp_internal::close_coin_screen|1424:: Closing coin screen!
2025-12-05 12:02:17,735-INFO-root-32192::webapp_internal::set_log_info|1623:: Getting log info
2025-12-05 12:02:17,735-INFO-root-32192::webapp_internal::SetLateralMenu|4184:: Navigating lateral menu: Ajuda > Sobre
2025-12-05 12:02:17,766-DEBUG-root-32192::webapp_internal::wait_element|7623:: Waiting for element
2025-12-05 12:02:17,821-DEBUG-root-32192::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-05 12:02:17,989-INFO-root-32192::webapp_internal::SetLateralMenu|4203:: Menu item: "Ajuda"
2025-12-05 12:02:17,990-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:18,048-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: False
2025-12-05 12:02:18,629-DEBUG-root-32192::webapp_internal::wait_element_timeout|7726:: Element found! Waiting for element to be displayed.
2025-12-05 12:02:18,942-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:19,037-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: False
2025-12-05 12:02:21,329-INFO-root-32192::webapp_internal::SetLateralMenu|4203:: Menu item: "Sobre"
2025-12-05 12:02:21,330-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:21,403-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: False
2025-12-05 12:02:21,809-DEBUG-root-32192::webapp_internal::wait_element_timeout|7726:: Element found! Waiting for element to be displayed.
2025-12-05 12:02:22,148-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:22,211-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: False
2025-12-05 12:02:24,830-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:24,897-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: False
2025-12-05 12:02:24,964-DEBUG-root-32192::webapp_internal::wait_element|7623:: Waiting for element
2025-12-05 12:02:25,005-DEBUG-root-32192::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-05 12:02:25,172-INFO-root-32192::webapp_internal::SetButton|4444:: Clicking on Fechar
2025-12-05 12:02:25,172-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:25,242-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: False
2025-12-05 12:02:25,418-DEBUG-root-32192::webapp_internal::wait_element_timeout|7726:: Element found! Waiting for element to be displayed.
2025-12-05 12:02:25,492-DEBUG-root-32192::webapp_internal::SetButton|4481:: ***System Info*** Before Clicking on button:Fechar
2025-12-05 12:02:25,492-DEBUG-root-32192::psutil_info::system_info|5:: CPU USAGE: 8.2%
2025-12-05 12:02:25,493-DEBUG-root-32192::psutil_info::system_info|6:: MEMORY USAGE: 90.4%
2025-12-05 12:02:25,493-DEBUG-root-32192::psutil_info::system_info|7:: MEMORY AVAILABLE: 9.59%
2025-12-05 12:02:25,656-DEBUG-root-32192::webapp_internal::wait_element_timeout|7726:: Element found! Waiting for element to be displayed.
2025-12-05 12:02:25,759-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:25,829-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: False
2025-12-05 12:02:25,847-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:25,918-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: False
2025-12-05 12:02:25,918-DEBUG-root-32192::webapp_internal::send_action|10480:: Trying to send action
2025-12-05 12:02:25,920-DEBUG-root-32192::base::click|192:: Click Type: ClickType.JS
2025-12-05 12:02:26,950-DEBUG-root-32192::webapp_internal::send_action|10522:: send_action method result = True
2025-12-05 12:02:26,951-DEBUG-root-32192::webapp_internal::send_action|10523:: send_action selenium status: False
2025-12-05 12:02:26,951-DEBUG-root-32192::webapp_internal::SetButton|4683:: ***System Info*** After Clicking on button:
2025-12-05 12:02:26,951-DEBUG-root-32192::psutil_info::system_info|5:: CPU USAGE: 6.6%
2025-12-05 12:02:26,951-DEBUG-root-32192::psutil_info::system_info|6:: MEMORY USAGE: 90.5%
2025-12-05 12:02:26,952-DEBUG-root-32192::psutil_info::system_info|7:: MEMORY AVAILABLE: 9.46%
2025-12-05 12:02:26,952-DEBUG-root-32192::webapp_internal::wait_element|7623:: Waiting for element
2025-12-05 12:02:27,029-INFO-root-32192::webapp_internal::SetLateralMenu|4184:: Navigating lateral menu: Atualizações > Gestao de Viagens > Solicitações
2025-12-05 12:02:27,038-DEBUG-root-32192::webapp_internal::wait_element|7623:: Waiting for element
2025-12-05 12:02:27,073-DEBUG-root-32192::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-05 12:02:27,232-INFO-root-32192::webapp_internal::SetLateralMenu|4203:: Menu item: "Atualizações"
2025-12-05 12:02:27,232-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:27,299-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: False
2025-12-05 12:02:27,697-DEBUG-root-32192::webapp_internal::wait_element_timeout|7726:: Element found! Waiting for element to be displayed.
2025-12-05 12:02:28,064-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:28,125-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: False
2025-12-05 12:02:30,417-INFO-root-32192::webapp_internal::SetLateralMenu|4203:: Menu item: "Gestao de Viagens"
2025-12-05 12:02:30,418-DEBUG-root-32192::webapp_internal::wait_blocker|2444:: Waiting blocker to continue...
2025-12-05 12:02:30,510-DEBUG-root-32192::webapp_internal::wait_blocker|2469:: Blocker status: False
