2025-12-04 07:13:09,879-DEBUG-root-33556::logging_config::logger|189:: Log file created: 'Log\GESIT03\TIR__20251204071309876.log'
2025-12-04 07:13:09,880-INFO-root-33556::base::Start|1183:: TIR Version: 2.4.3
2025-12-04 07:13:09,880-INFO-root-33556::base::Start|1184:: Python Version: 3.12.10
2025-12-04 07:13:09,880-INFO-root-33556::base::Start|1185:: Starting the browser
2025-12-04 07:13:17,011-INFO-root-33556::base::get_url|1294:: Page is ready!
2025-12-04 07:13:17,015-INFO-root-33556::base::Start|1256:: Browser maximized to 1936x1048
2025-12-04 07:13:17,015-INFO-root-33556::base::Start|1258:: Screen size is different from default used in headless mode
2025-12-04 07:13:17,166-INFO-root-33556::webapp_internal::Setup|247:: ***System Info*** in Setup():
2025-12-04 07:13:17,167-DEBUG-root-33556::psutil_info::system_info|5:: CPU USAGE: 15.3%
2025-12-04 07:13:17,167-DEBUG-root-33556::psutil_info::system_info|6:: MEMORY USAGE: 91.2%
2025-12-04 07:13:17,167-DEBUG-root-33556::psutil_info::system_info|7:: MEMORY AVAILABLE: 8.81%
2025-12-04 07:13:17,175-INFO-root-33556::base::webapp_shadowroot|1394:: Webapp: 10.1.6-RC4
2025-12-04 07:13:17,202-INFO-root-33556::webapp_internal::filling_initial_program|449:: Filling Initial Program: "SIGAMDI"
2025-12-04 07:13:17,203-DEBUG-root-33556::webapp_internal::wait_element|7626:: Waiting for element
2025-12-04 07:13:17,237-DEBUG-root-33556::webapp_internal::wait_element|7656:: Element found! Waiting for element to be displayed.
2025-12-04 07:13:17,404-DEBUG-root-33556::base::click|192:: Click Type: ClickType.JS
2025-12-04 07:13:17,410-DEBUG-root-33556::webapp_internal::try_send_keys|7979:: Trying to send keys to element using technique 0
2025-12-04 07:13:17,743-DEBUG-root-33556::webapp_internal::get_web_value|3232:: Current value: SIGAMDI
2025-12-04 07:13:17,743-INFO-root-33556::webapp_internal::filling_server_environment|463:: Filling Server Environment: "POUPEX_TST"
2025-12-04 07:13:17,744-DEBUG-root-33556::webapp_internal::wait_element|7626:: Waiting for element
2025-12-04 07:13:17,769-DEBUG-root-33556::webapp_internal::wait_element|7656:: Element found! Waiting for element to be displayed.
2025-12-04 07:13:17,941-DEBUG-root-33556::base::click|192:: Click Type: ClickType.JS
