2025-12-15 11:44:10,953-DEBUG-root-13188::logging_config::logger|189:: Log file created: 'Log\GESIT03\TIR__20251215114410946.log'
2025-12-15 11:44:10,953-INFO-root-13188::base::Start|1183:: TIR Version: 2.4.3
2025-12-15 11:44:10,954-INFO-root-13188::base::Start|1184:: Python Version: 3.12.10
2025-12-15 11:44:10,954-INFO-root-13188::base::Start|1185:: Starting the browser
2025-12-15 11:44:18,307-INFO-root-13188::base::get_url|1294:: Page is ready!
2025-12-15 11:44:18,311-INFO-root-13188::base::Start|1256:: Browser maximized to 1936x1048
2025-12-15 11:44:18,311-INFO-root-13188::base::Start|1258:: Screen size is different from default used in headless mode
2025-12-15 11:44:18,379-INFO-root-13188::webapp_internal::Setup|247:: ***System Info*** in Setup():
2025-12-15 11:44:18,380-DEBUG-root-13188::psutil_info::system_info|5:: CPU USAGE: 21.1%
2025-12-15 11:44:18,380-DEBUG-root-13188::psutil_info::system_info|6:: MEMORY USAGE: 83.6%
2025-12-15 11:44:18,381-DEBUG-root-13188::psutil_info::system_info|7:: MEMORY AVAILABLE: 16.44%
2025-12-15 11:44:18,391-INFO-root-13188::base::webapp_shadowroot|1394:: Webapp: 10.1.6-RC4
2025-12-15 11:44:18,428-INFO-root-13188::webapp_internal::filling_initial_program|449:: Filling Initial Program: "SIGAMDI"
2025-12-15 11:44:18,428-DEBUG-root-13188::webapp_internal::wait_element|7623:: Waiting for element
2025-12-15 11:44:18,520-DEBUG-root-13188::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-15 11:44:19,466-DEBUG-root-13188::base::click|192:: Click Type: ClickType.JS
2025-12-15 11:44:19,472-DEBUG-root-13188::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 0
2025-12-15 11:44:19,964-DEBUG-root-13188::webapp_internal::get_web_value|3232:: Current value: SIGAMDI
2025-12-15 11:44:19,964-INFO-root-13188::webapp_internal::filling_server_environment|463:: Filling Server Environment: "POUPEX_TST"
2025-12-15 11:44:19,964-DEBUG-root-13188::webapp_internal::wait_element|7623:: Waiting for element
2025-12-15 11:44:19,990-DEBUG-root-13188::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-15 11:44:20,159-DEBUG-root-13188::base::click|192:: Click Type: ClickType.JS
2025-12-15 11:44:20,163-DEBUG-root-13188::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 0
2025-12-15 11:44:20,481-DEBUG-root-13188::webapp_internal::get_web_value|3232:: Current value: POUPEX_TST
2025-12-15 11:44:20,504-DEBUG-root-13188::base::click|192:: Click Type: ClickType.JS
2025-12-15 11:44:20,516-DEBUG-root-13188::webapp_internal::user_screen|519:: Filling user screen
2025-12-15 11:44:27,879-DEBUG-root-13188::webapp_internal::wait_element_timeout|7726:: Element found! Waiting for element to be displayed.
2025-12-15 11:44:27,931-DEBUG-root-13188::base::scroll_to_element|759:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
Stacktrace:
@https://qasrverp:10020/webapp/:2:7
@https://qasrverp:10020/webapp/:3:8
*********
2025-12-15 11:44:28,093-INFO-root-13188::webapp_internal::user_screen|561:: Filling User
2025-12-15 11:44:28,122-DEBUG-root-13188::base::double_click|259:: Click Type: ClickType.SELENIUM
