2025-12-16 08:44:19,069-DEBUG-root-14900::logging_config::logger|189:: Log file created: 'Log\GESIT03\TIR__20251216084419051.log'
2025-12-16 08:44:19,069-INFO-root-14900::base::Start|1183:: TIR Version: 2.4.3
2025-12-16 08:44:19,070-INFO-root-14900::base::Start|1184:: Python Version: 3.12.10
2025-12-16 08:44:19,070-INFO-root-14900::base::Start|1185:: Starting the browser
2025-12-16 08:44:26,390-INFO-root-14900::base::get_url|1294:: Page is ready!
2025-12-16 08:44:26,392-INFO-root-14900::base::Start|1256:: Browser maximized to 1936x1048
2025-12-16 08:44:26,392-INFO-root-14900::base::Start|1258:: Screen size is different from default used in headless mode
2025-12-16 08:44:26,625-INFO-root-14900::webapp_internal::Setup|247:: ***System Info*** in Setup():
2025-12-16 08:44:26,625-DEBUG-root-14900::psutil_info::system_info|5:: CPU USAGE: 19.2%
2025-12-16 08:44:26,625-DEBUG-root-14900::psutil_info::system_info|6:: MEMORY USAGE: 85.3%
2025-12-16 08:44:26,626-DEBUG-root-14900::psutil_info::system_info|7:: MEMORY AVAILABLE: 14.74%
2025-12-16 08:44:26,679-INFO-root-14900::base::webapp_shadowroot|1394:: Webapp: 10.1.6-RC4
2025-12-16 08:44:27,032-INFO-root-14900::webapp_internal::filling_initial_program|449:: Filling Initial Program: "SIGAMDI"
2025-12-16 08:44:27,032-DEBUG-root-14900::webapp_internal::wait_element|7623:: Waiting for element
2025-12-16 08:44:27,385-DEBUG-root-14900::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-16 08:44:27,806-DEBUG-root-14900::base::click|192:: Click Type: ClickType.JS
2025-12-16 08:44:27,811-DEBUG-root-14900::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 0
2025-12-16 08:44:28,146-DEBUG-root-14900::webapp_internal::get_web_value|3232:: Current value: SIGAMDI
2025-12-16 08:44:28,146-INFO-root-14900::webapp_internal::filling_server_environment|463:: Filling Server Environment: "POUPEX_TST"
2025-12-16 08:44:28,146-DEBUG-root-14900::webapp_internal::wait_element|7623:: Waiting for element
2025-12-16 08:44:28,170-DEBUG-root-14900::webapp_internal::wait_element|7653:: Element found! Waiting for element to be displayed.
2025-12-16 08:44:28,338-DEBUG-root-14900::base::click|192:: Click Type: ClickType.JS
2025-12-16 08:44:28,344-DEBUG-root-14900::webapp_internal::try_send_keys|7976:: Trying to send keys to element using technique 0
2025-12-16 08:44:28,661-DEBUG-root-14900::webapp_internal::get_web_value|3232:: Current value: POUPEX_TST
2025-12-16 08:44:28,685-DEBUG-root-14900::base::click|192:: Click Type: ClickType.JS
2025-12-16 08:44:28,697-DEBUG-root-14900::webapp_internal::user_screen|519:: Filling user screen
2025-12-16 08:44:34,402-DEBUG-root-14900::webapp_internal::wait_element_timeout|7726:: Element found! Waiting for element to be displayed.
2025-12-16 08:44:34,455-DEBUG-root-14900::base::scroll_to_element|759:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
Stacktrace:
@https://qasrverp:10020/webapp/:2:7
